Date,Closing Price
1992-11-19,11.273
1992-11-20,11.415
1992-11-23,11.227
1992-11-24,11.201
1992-11-25,11.25
1992-11-27,11.18
1992-11-30,11.18
1992-12-01,11.092
1992-12-02,10.998
1992-12-03,11.046
1992-12-04,11.25
1992-12-07,11.273
1992-12-08,11.344
1992-12-09,11.391
1992-12-10,11.509
1992-12-11,11.44
1992-12-14,11.368
1992-12-15,11.486
1992-12-16,11.486
1992-12-17,11.65
1992-12-18,11.814
1992-12-21,11.814
1992-12-22,11.722
1992-12-23,11.628
1992-12-24,11.674
1992-12-28,11.745
1992-12-29,11.579
1992-12-30,11.534
1992-12-31,11.486
1993-01-04,11.534
1993-01-05,11.65
1993-01-06,11.603
1993-01-07,11.579
1993-01-08,11.391
1993-01-11,11.368
1993-01-12,11.273
1993-01-13,11.321
1993-01-14,11.344
1993-01-15,11.296
1993-01-18,11.163
1993-01-19,11.069
1993-01-20,10.998
1993-01-21,10.927
1993-01-22,10.927
1993-01-25,11.391
1993-01-26,11.509
1993-01-27,11.368
1993-01-28,11.579
1993-01-29,11.486
1993-02-01,11.555
1993-02-02,11.696
1993-02-03,11.745
1993-02-04,11.65
1993-02-05,11.628
1993-02-08,11.814
1993-02-09,11.745
1993-02-10,11.722
1993-02-11,11.722
1993-02-12,11.603
1993-02-16,11.674
1993-02-17,11.603
1993-02-18,11.628
1993-02-19,12.074
1993-02-22,12.122
1993-02-23,11.934
1993-02-24,11.934
1993-02-25,11.957
1993-02-26,11.957
1993-03-01,12.003
1993-03-02,12.122
1993-03-03,12.027
1993-03-04,12.097
1993-03-05,11.886
1993-03-08,12.122
1993-03-09,12.051
1993-03-10,12.003
1993-03-11,11.91
1993-03-12,11.767
1993-03-15,11.886
1993-03-16,12.027
1993-03-17,12.051
1993-03-18,12.191
1993-03-19,12.146
1993-03-22,12.191
1993-03-23,12.146
1993-03-24,12.216
1993-03-25,12.333
1993-03-26,12.263
1993-03-29,12.451
1993-03-30,12.491
1993-03-31,12.427
1993-04-01,12.31
1993-04-02,12.427
1993-04-05,12.585
1993-04-06,12.702
1993-04-07,12.822
1993-04-08,12.773
1993-04-12,12.915
1993-04-13,12.867
1993-04-14,12.891
1993-04-15,12.773
1993-04-16,12.959
1993-04-19,12.749
1993-04-20,12.514
1993-04-21,12.451
1993-04-22,12.381
1993-04-23,12.074
1993-04-26,12.097
1993-04-27,12.287
1993-04-28,12.357
1993-04-29,12.404
1993-04-30,12.404
1993-05-03,12.451
1993-05-04,12.31
1993-05-05,12.191
1993-05-06,12.287
1993-05-07,12.051
1993-05-10,11.957
1993-05-11,11.979
1993-05-12,12.051
1993-05-13,11.934
1993-05-14,11.979
1993-05-17,12.097
1993-05-18,12.074
1993-05-19,12.146
1993-05-20,12.263
1993-05-21,12.167
1993-05-24,12.216
1993-05-25,12.216
1993-05-26,12.146
1993-05-27,12.191
1993-05-28,12.31
1993-06-01,12.241
1993-06-02,12.191
1993-06-03,12.216
1993-06-04,12.263
1993-06-07,12.287
1993-06-08,12.451
1993-06-09,12.653
1993-06-10,12.585
1993-06-11,12.263
1993-06-14,12.31
1993-06-15,12.167
1993-06-16,12.451
1993-06-17,12.609
1993-06-18,12.357
1993-06-21,12.31
1993-06-22,12.427
1993-06-23,12.263
1993-06-24,12.31
1993-06-25,12.287
1993-06-28,12.427
1993-06-29,12.263
1993-06-30,12.427
1993-07-01,12.241
1993-07-02,12.146
1993-07-06,12.027
1993-07-07,12.074
1993-07-08,12.097
1993-07-09,12.003
1993-07-12,12.122
1993-07-13,12.167
1993-07-14,12.146
1993-07-15,12.074
1993-07-16,11.934
1993-07-19,12.167
1993-07-20,12.051
1993-07-21,12.051
1993-07-22,12.051
1993-07-23,12.241
1993-07-26,12.333
1993-07-27,12.514
1993-07-28,12.491
1993-07-29,12.427
1993-07-30,12.333
1993-08-02,12.404
1993-08-03,12.241
1993-08-04,12.122
1993-08-05,12.027
1993-08-06,12.167
1993-08-09,12.146
1993-08-10,12.191
1993-08-11,12.097
1993-08-12,12.146
1993-08-13,12.191
1993-08-16,12.167
1993-08-17,11.979
1993-08-18,12.051
1993-08-19,12.122
1993-08-20,12.167
1993-08-23,12.146
1993-08-24,12.241
1993-08-25,12.381
1993-08-26,12.451
1993-08-27,12.287
1993-08-30,12.241
1993-08-31,12.287
1993-09-01,12.241
1993-09-02,12.097
1993-09-03,12.31
1993-09-07,12.216
1993-09-08,12.31
1993-09-09,12.191
1993-09-10,12.333
1993-09-13,12.287
1993-09-14,12.31
1993-09-15,12.427
1993-09-16,12.31
1993-09-17,12.216
1993-09-20,12.167
1993-09-21,12.241
1993-09-22,12.191
1993-09-23,12.122
1993-09-24,12.31
1993-09-27,12.31
1993-09-28,12.333
1993-09-29,12.514
1993-09-30,12.31
1993-10-01,12.451
1993-10-04,12.333
1993-10-05,12.357
1993-10-06,12.31
1993-10-07,12.31
1993-10-08,12.287
1993-10-11,12.216
1993-10-12,12.241
1993-10-13,12.122
1993-10-14,12.167
1993-10-15,12.263
1993-10-18,12.167
1993-10-19,12.191
1993-10-20,12.216
1993-10-21,12.146
1993-10-22,12.146
1993-10-25,12.333
1993-10-26,12.357
1993-10-27,12.333
1993-10-28,12.381
1993-10-29,12.287
1993-11-01,12.241
1993-11-02,12.216
1993-11-03,12.146
1993-11-04,12.146
1993-11-05,12.074
1993-11-08,12.027
1993-11-09,12.003
1993-11-10,12.074
1993-11-11,11.979
1993-11-12,11.91
1993-11-15,11.79
1993-11-16,11.79
1993-11-17,11.979
1993-11-18,12.122
1993-11-19,12.074
1993-11-22,12.074
1993-11-23,12.003
1993-11-24,11.886
1993-11-26,11.603
1993-11-29,11.628
1993-11-30,11.79
1993-12-01,11.65
1993-12-02,11.696
1993-12-03,11.767
1993-12-06,11.79
1993-12-07,11.767
1993-12-08,11.696
1993-12-09,11.696
1993-12-10,11.814
1993-12-13,11.814
1993-12-14,11.841
1993-12-15,11.862
1993-12-16,11.934
1993-12-17,12.027
1993-12-20,11.979
1993-12-21,11.862
1993-12-22,11.841
1993-12-23,11.841
1993-12-27,12.074
1993-12-28,12.027
1993-12-29,11.957
1993-12-30,11.957
1993-12-31,11.862
1994-01-03,11.979
1994-01-04,12.074
1994-01-05,12.146
1994-01-06,12.074
1994-01-07,11.979
1994-01-10,12.146
1994-01-11,12.122
1994-01-12,12.191
1994-01-13,12.333
1994-01-14,12.167
1994-01-17,12.216
1994-01-18,12.191
1994-01-19,12.31
1994-01-20,12.475
1994-01-21,12.427
1994-01-24,12.427
1994-01-25,12.451
1994-01-26,12.427
1994-01-27,12.333
1994-01-28,12.357
1994-01-31,12.491
1994-02-01,12.451
1994-02-02,12.609
1994-02-03,12.585
1994-02-04,12.31
1994-02-07,12.287
1994-02-08,12.287
1994-02-09,12.404
1994-02-10,12.381
1994-02-11,12.491
1994-02-14,12.451
1994-02-15,12.514
1994-02-16,12.537
1994-02-17,12.537
1994-02-18,12.427
1994-02-22,12.514
1994-02-23,12.491
1994-02-24,12.263
1994-02-25,12.31
1994-02-28,12.191
1994-03-01,12.191
1994-03-02,12.381
1994-03-03,12.427
1994-03-04,12.263
1994-03-07,12.263
1994-03-08,12.287
1994-03-09,12.31
1994-03-10,12.191
1994-03-11,12.263
1994-03-14,12.263
1994-03-15,12.167
1994-03-16,12.191
1994-03-17,12.333
1994-03-18,12.381
1994-03-21,12.31
1994-03-22,12.333
1994-03-23,12.287
1994-03-24,12.31
1994-03-25,12.31
1994-03-28,12.216
1994-03-29,12.216
1994-03-30,11.934
1994-03-31,11.814
1994-04-04,11.46
1994-04-05,11.486
1994-04-06,11.486
1994-04-07,11.509
1994-04-08,11.46
1994-04-11,11.579
1994-04-12,11.579
1994-04-13,11.603
1994-04-14,11.814
1994-04-15,11.841
1994-04-18,11.696
1994-04-19,11.862
1994-04-20,11.841
1994-04-21,11.745
1994-04-22,11.862
1994-04-25,11.957
1994-04-26,11.814
1994-04-28,11.628
1994-04-29,11.814
1994-05-02,11.555
1994-05-03,11.509
1994-05-04,11.391
1994-05-05,11.415
1994-05-06,11.79
1994-05-09,11.534
1994-05-10,11.674
1994-05-11,11.534
1994-05-12,11.65
1994-05-13,11.65
1994-05-16,11.555
1994-05-17,11.628
1994-05-18,11.603
1994-05-19,11.696
1994-05-20,11.674
1994-05-23,11.603
1994-05-24,11.534
1994-05-25,11.555
1994-05-26,11.534
1994-05-27,11.509
1994-05-31,11.486
1994-06-01,11.415
1994-06-02,11.44
1994-06-03,11.534
1994-06-06,11.486
1994-06-07,11.579
1994-06-08,11.534
1994-06-09,11.603
1994-06-10,11.674
1994-06-13,11.201
1994-06-14,11.069
1994-06-15,10.709
1994-06-16,11.069
1994-06-17,11.046
1994-06-20,11.024
1994-06-21,10.905
1994-06-22,10.952
1994-06-23,10.927
1994-06-24,10.763
1994-06-27,10.741
1994-06-28,10.637
1994-06-29,10.614
1994-06-30,10.662
1994-07-01,10.741
1994-07-05,10.685
1994-07-06,10.662
1994-07-07,10.786
1994-07-08,10.879
1994-07-11,10.998
1994-07-12,10.976
1994-07-13,10.927
1994-07-14,10.879
1994-07-15,10.905
1994-07-18,10.952
1994-07-19,10.998
1994-07-20,10.998
1994-07-21,10.976
1994-07-22,10.879
1994-07-25,10.952
1994-07-26,10.952
1994-07-27,10.998
1994-07-28,11.092
1994-07-29,11.18
1994-08-01,11.296
1994-08-02,11.139
1994-08-03,11.139
1994-08-04,11.163
1994-08-05,11.117
1994-08-08,11.25
1994-08-09,11.024
1994-08-10,11.092
1994-08-11,10.927
1994-08-12,11.321
1994-08-15,11.25
1994-08-16,11.163
