Date,Closing Price
1980-12-18,3.9174
1980-12-19,3.8625
1980-12-22,3.8392
1980-12-23,3.7763
1980-12-24,3.7763
1980-12-26,3.7997
1980-12-29,3.768
1980-12-30,3.7919
1980-12-31,3.784
1981-01-02,3.8077
1981-01-05,3.8077
1981-01-06,3.784
1981-01-07,3.7132
1981-01-08,3.6035
1981-01-09,3.6348
1981-01-12,3.6504
1981-01-13,3.7213
1981-01-14,3.6821
1981-01-15,3.7527
1981-01-16,3.7606
1981-01-19,3.7447
1981-01-20,3.6741
1981-01-21,3.6504
1981-01-22,3.6113
1981-01-23,3.5798
1981-01-26,3.5798
1981-01-27,3.6504
1981-01-28,3.6035
1981-01-29,3.6428
1981-01-30,3.6504
1981-02-02,3.5642
1981-02-03,3.5408
1981-02-04,3.5092
1981-02-05,3.5327
1981-02-06,3.5092
1981-02-09,3.4385
1981-02-10,3.415
1981-02-11,3.3444
1981-02-12,3.3759
1981-02-13,3.352
1981-02-17,3.4307
1981-02-18,3.415
1981-02-19,3.3366
1981-02-20,3.3131
1981-02-23,3.3206
1981-02-24,3.3206
1981-02-25,3.368
1981-02-26,3.3444
1981-02-27,3.3836
1981-03-02,3.415
1981-03-03,3.368
1981-03-04,3.3444
1981-03-05,3.2739
1981-03-06,3.2423
1981-03-09,3.2739
1981-03-10,3.3054
1981-03-11,3.2739
1981-03-12,3.368
1981-03-13,3.297
1981-03-16,3.3206
1981-03-17,3.2817
1981-03-18,3.2659
1981-03-19,3.1953
1981-03-20,3.2345
1981-03-23,3.3206
1981-03-24,3.3206
1981-03-25,3.368
1981-03-26,3.297
1981-03-27,3.2659
1981-03-30,3.2423
1981-03-31,3.2266
1981-04-01,3.2345
1981-04-02,3.2109
1981-04-03,3.2028
1981-04-06,3.2028
1981-04-07,3.2028
1981-04-08,3.2266
1981-04-09,3.1876
1981-04-10,3.1795
1981-04-13,3.1483
1981-04-14,3.14
1981-04-15,3.1716
1981-04-16,3.1795
1981-04-20,3.1795
1981-04-21,3.1483
1981-04-22,3.1559
1981-04-23,3.1089
1981-04-24,3.1716
1981-04-27,3.2188
1981-04-28,3.2188
1981-04-29,3.2109
1981-04-30,3.2188
1981-05-01,3.2266
1981-05-04,3.1795
1981-05-05,3.2028
1981-05-06,3.1953
1981-05-07,3.2028
1981-05-08,3.1953
1981-05-11,3.0541
1981-05-12,3.0541
1981-05-13,3.0067
1981-05-14,3.0226
1981-05-15,3.0302
1981-05-18,3.0855
1981-05-19,3.046
1981-05-20,3.046
1981-05-21,3.0302
1981-05-22,3.0226
1981-05-26,3.14
1981-05-27,3.1639
1981-05-28,3.1007
1981-05-29,3.0384
1981-06-01,3.0618
1981-06-02,3.0541
1981-06-03,3.0541
1981-06-04,3.0694
1981-06-05,3.1483
1981-06-08,3.1168
1981-06-09,3.1324
1981-06-10,3.1795
1981-06-11,3.2028
1981-06-12,3.1559
1981-06-15,3.2028
1981-06-16,3.1795
1981-06-17,3.3206
1981-06-18,3.2894
1981-06-19,3.3206
1981-06-22,3.3206
1981-06-23,3.2894
1981-06-24,3.2659
1981-06-25,3.297
1981-06-26,3.2659
1981-06-29,3.2423
1981-06-30,3.2188
1981-07-01,3.2028
1981-07-02,3.1559
1981-07-06,3.1716
1981-07-07,3.2266
1981-07-08,3.2504
1981-07-09,3.2504
1981-07-10,3.2266
1981-07-13,3.2266
1981-07-14,3.2266
1981-07-15,3.1953
1981-07-16,3.2266
1981-07-17,3.2188
1981-07-20,3.1953
1981-07-21,3.1483
1981-07-22,3.1559
1981-07-23,3.2188
1981-07-24,3.2659
1981-07-27,3.3366
1981-07-28,3.297
1981-07-29,3.2739
1981-07-30,3.2739
1981-07-31,3.2739
1981-08-03,3.2739
1981-08-04,3.297
1981-08-05,3.3444
1981-08-06,3.3444
1981-08-07,3.2894
1981-08-10,3.3131
1981-08-11,3.3366
1981-08-12,3.297
1981-08-13,3.2739
1981-08-14,3.297
1981-08-17,3.2659
1981-08-18,3.2659
1981-08-19,3.2504
1981-08-20,3.2739
1981-08-21,3.2188
1981-08-24,3.1246
1981-08-25,3.1007
1981-08-26,3.1089
1981-08-27,3.1007
1981-08-28,3.1007
1981-08-31,3.0541
1981-09-01,3.1007
1981-09-02,3.0855
1981-09-03,3.0776
1981-09-04,3.0147
1981-09-08,2.9675
1981-09-09,2.991
1981-09-10,3.0855
1981-09-11,3.1559
1981-09-14,3.1007
1981-09-15,2.991
1981-09-16,2.991
1981-09-17,2.9675
1981-09-18,2.9283
1981-09-21,2.9597
1981-09-22,2.9126
1981-09-23,2.9049
1981-09-24,2.8575
1981-09-25,2.8184
1981-09-28,2.9126
1981-09-29,2.9361
1981-09-30,2.9283
1981-10-01,2.889
1981-10-02,2.9283
1981-10-05,2.889
1981-10-06,2.889
1981-10-07,2.889
1981-10-08,2.889
1981-10-09,2.8653
1981-10-12,2.9049
1981-10-13,2.8653
1981-10-14,2.8184
1981-10-15,2.8418
1981-10-16,2.8344
1981-10-19,2.8575
1981-10-20,2.8814
1981-10-21,2.8653
1981-10-22,2.8653
1981-10-23,2.8344
1981-10-26,2.8184
1981-10-27,2.8575
1981-10-28,2.8814
1981-10-29,2.8653
1981-10-30,2.8575
1981-11-02,2.8653
1981-11-03,2.9441
1981-11-04,2.9597
1981-11-05,2.8814
1981-11-06,2.8344
1981-11-09,2.8575
1981-11-10,2.8575
1981-11-11,2.8184
1981-11-12,2.8814
1981-11-13,2.8653
1981-11-16,2.8814
1981-11-17,2.9049
1981-11-18,2.9126
1981-11-19,2.9283
1981-11-20,2.9675
1981-11-23,2.9675
1981-11-24,3.0302
1981-11-25,3.0384
1981-11-27,3.0541
1981-11-30,3.0776
1981-12-01,3.0855
1981-12-02,3.0541
1981-12-03,3.0618
1981-12-04,3.0776
1981-12-07,3.0384
1981-12-08,2.9675
1981-12-09,2.9832
1981-12-10,2.9832
1981-12-11,2.9361
1981-12-14,2.9126
1981-12-15,2.9049
1981-12-16,2.9049
1981-12-17,2.889
1981-12-18,2.9049
1981-12-21,2.9126
1981-12-22,2.9049
1981-12-23,2.9049
1981-12-24,2.889
1981-12-28,2.889
1981-12-29,2.9126
1981-12-30,2.9283
1981-12-31,2.9361
1982-01-04,2.9049
1982-01-05,2.8575
1982-01-06,2.8575
1982-01-07,2.8575
1982-01-08,2.8418
1982-01-11,2.8107
1982-01-12,2.8184
1982-01-13,2.8344
1982-01-14,2.8344
1982-01-15,2.8184
1982-01-18,2.8184
1982-01-19,2.8184
1982-01-20,2.7635
1982-01-21,2.8107
1982-01-22,2.8184
1982-01-25,2.8107
1982-01-26,2.8107
1982-01-27,2.8184
1982-01-28,2.8575
1982-01-29,2.8814
1982-02-01,2.8344
1982-02-02,2.8575
1982-02-03,2.748
1982-02-04,2.7396
1982-02-05,2.7242
1982-02-08,2.6771
1982-02-09,2.6928
1982-02-10,2.7242
1982-02-11,2.7166
1982-02-12,2.7166
1982-02-16,2.6771
1982-02-17,2.6771
1982-02-18,2.6771
1982-02-19,2.6928
1982-02-22,2.6536
1982-02-23,2.6536
1982-02-24,2.6928
1982-02-25,2.6691
1982-02-26,2.7006
1982-03-01,2.6928
1982-03-02,2.6691
1982-03-03,2.6223
1982-03-04,2.6062
1982-03-05,2.6457
1982-03-08,2.6457
1982-03-09,2.6928
1982-03-10,2.7242
1982-03-11,2.748
1982-03-12,2.7242
1982-03-15,2.7635
1982-03-16,2.7396
1982-03-17,2.7242
1982-03-18,2.7396
1982-03-19,2.7006
1982-03-22,2.7166
1982-03-23,2.7006
1982-03-24,2.7006
1982-03-25,2.7166
1982-03-26,2.6536
1982-03-29,2.6536
1982-03-30,2.6691
1982-03-31,2.6457
1982-04-01,2.6771
1982-04-02,2.7006
1982-04-05,2.6691
1982-04-06,2.6691
1982-04-07,2.6771
1982-04-08,2.6771
1982-04-12,2.6771
1982-04-13,2.6771
1982-04-14,2.6536
1982-04-15,2.6536
1982-04-16,2.6536
1982-04-19,2.6457
1982-04-20,2.6301
1982-04-21,2.6062
1982-04-22,2.6457
1982-04-23,2.7006
1982-04-26,2.6771
1982-04-27,2.6691
1982-04-28,2.6771
1982-04-29,2.6691
1982-04-30,2.6536
1982-05-03,2.6691
1982-05-04,2.6928
1982-05-05,2.7006
1982-05-06,2.7711
1982-05-07,2.7242
1982-05-10,2.7396
1982-05-11,2.7711
1982-05-12,2.7635
1982-05-13,2.7242
1982-05-14,2.7242
1982-05-17,2.7006
1982-05-18,2.6691
1982-05-19,2.6691
1982-05-20,2.6536
1982-05-21,2.6691
1982-05-24,2.6536
1982-05-25,2.6536
1982-05-26,2.6223
1982-05-27,2.6457
1982-05-28,2.6301
1982-06-01,2.6301
1982-06-02,2.6301
1982-06-03,2.6536
1982-06-04,2.6223
1982-06-07,2.6223
1982-06-08,2.6223
1982-06-09,2.6223
1982-06-10,2.6301
1982-06-11,2.6457
1982-06-14,2.6062
1982-06-15,2.583
1982-06-16,2.5516
1982-06-17,2.5516
1982-06-18,2.5593
1982-06-21,2.5593
1982-06-22,2.5593
1982-06-23,2.583
1982-06-24,2.5749
1982-06-25,2.5749
1982-06-28,2.5986
1982-06-29,2.6301
1982-06-30,2.6062
1982-07-01,2.5593
1982-07-02,2.5516
1982-07-06,2.5278
1982-07-07,2.5356
1982-07-08,2.5043
1982-07-09,2.5278
1982-07-12,2.4888
1982-07-13,2.4888
1982-07-14,2.4888
1982-07-15,2.5043
1982-07-16,2.5278
1982-07-19,2.5043
1982-07-20,2.5043
1982-07-21,2.5043
1982-07-22,2.5356
1982-07-23,2.4888
1982-07-26,2.5124
1982-07-27,2.5043
1982-07-28,2.4649
1982-07-29,2.4649
1982-07-30,2.4417
1982-08-02,2.5043
1982-08-03,2.4888
1982-08-04,2.4574
1982-08-05,2.4649
1982-08-06,2.4649
1982-08-09,2.3947
1982-08-10,2.3866
1982-08-11,2.371
1982-08-12,2.3473
1982-08-13,2.3866
1982-08-16,2.371
1982-08-17,2.5124
1982-08-18,2.5278
1982-08-19,2.5516
1982-08-20,2.5749
1982-08-23,2.6457
1982-08-24,2.6062
1982-08-25,2.7242
1982-08-26,2.7242
1982-08-27,2.6691
1982-08-30,2.6457
1982-08-31,2.6771
1982-09-01,2.6062
1982-09-02,2.6457
1982-09-03,2.7166
1982-09-07,2.7166
1982-09-08,2.7635
1982-09-09,2.7711
1982-09-10,2.7711
1982-09-13,2.7635
1982-09-14,2.7006
1982-09-15,2.7166
1982-09-16,2.6928
1982-09-17,2.6457
1982-09-20,2.6457
1982-09-21,2.6536
1982-09-22,2.6062
1982-09-23,2.6223
1982-09-24,2.6223
1982-09-27,2.6062
1982-09-28,2.6223
1982-09-29,2.6223
1982-09-30,2.6301
1982-10-01,2.6223
1982-10-04,2.6223
1982-10-05,2.6062
1982-10-06,2.6536
1982-10-07,2.7242
1982-10-08,2.748
1982-10-11,2.8814
1982-10-12,2.889
1982-10-13,2.9675
1982-10-14,2.9597
1982-10-15,2.889
1982-10-18,2.9441
1982-10-19,2.9283
1982-10-20,2.9675
1982-10-21,2.9441
1982-10-22,2.9597
1982-10-25,2.8107
1982-10-26,2.8184
1982-10-27,2.8184
1982-10-28,2.7711
1982-10-29,2.787
1982-11-01,2.8184
1982-11-02,2.8575
1982-11-03,2.9283
1982-11-04,2.9597
1982-11-05,2.8653
1982-11-08,2.8344
1982-11-09,2.8344
1982-11-10,2.8344
1982-11-11,2.8184
1982-11-12,2.7635
1982-11-15,2.6928
1982-11-16,2.6536
1982-11-17,2.7242
1982-11-18,2.7396
1982-11-19,2.7006
1982-11-22,2.7006
1982-11-23,2.6536
1982-11-24,2.6536
1982-11-26,2.6691
1982-11-29,2.6223
1982-11-30,2.6301
1982-12-01,2.6223
1982-12-02,2.6223
1982-12-03,2.6223
1982-12-06,2.6062
1982-12-07,2.6223
1982-12-08,2.6062
1982-12-09,2.6771
1982-12-10,2.748
1982-12-13,2.7635
1982-12-14,2.7242
1982-12-15,2.6771
1982-12-16,2.6536
1982-12-17,2.6536
1982-12-20,2.6223
1982-12-21,2.6457
1982-12-22,2.6457
1982-12-23,2.6301
1982-12-27,2.7396
1982-12-28,2.7396
1982-12-29,2.787
1982-12-30,2.8107
1982-12-31,2.795
1983-01-03,2.7242
1983-01-04,2.8184
1983-01-05,2.8653
1983-01-06,2.9283
1983-01-07,2.8575
1983-01-10,2.9049
1983-01-11,2.8575
1983-01-12,2.889
1983-01-13,2.8653
1983-01-14,2.8653
1983-01-17,2.8653
1983-01-18,2.8653
1983-01-19,2.889
1983-01-20,2.9283
1983-01-21,2.889
1983-01-24,2.795
1983-01-25,2.8107
1983-01-26,2.787
1983-01-27,2.8107
1983-01-28,2.8184
1983-01-31,2.8344
1983-02-01,2.8184
1983-02-02,2.787
1983-02-03,2.8344
1983-02-04,2.787
1983-02-07,2.8184
1983-02-08,2.787
1983-02-09,2.7635
1983-02-10,2.8418
1983-02-11,2.8184
1983-02-14,2.795
1983-02-15,2.795
1983-02-16,2.7711
1983-02-17,2.748
1983-02-18,2.7711
1983-02-22,2.6771
1983-02-23,2.7006
1983-02-24,2.748
1983-02-25,2.795
1983-02-28,2.748
1983-03-01,2.8184
1983-03-02,2.9049
1983-03-03,2.9283
1983-03-04,2.9049
1983-03-07,2.9126
1983-03-08,2.8575
1983-03-09,2.889
1983-03-10,2.889
1983-03-11,2.9126
1983-03-14,2.889
1983-03-15,2.889
1983-03-16,2.8418
1983-03-17,2.8418
1983-03-18,2.8418
1983-03-21,2.8575
1983-03-22,2.795
1983-03-23,2.8184
1983-03-24,2.8344
1983-03-25,2.8107
1983-03-28,2.8107
1983-03-29,2.8344
1983-03-30,2.8575
1983-03-31,2.9049
1983-04-04,2.9126
1983-04-05,2.8653
1983-04-06,2.8653
1983-04-07,2.9126
1983-04-08,2.9597
1983-04-11,3.0067
1983-04-12,3.0147
1983-04-13,3.0618
1983-04-14,3.1007
1983-04-15,3.1007
1983-04-18,3.1324
1983-04-19,3.1089
1983-04-20,3.1324
1983-04-21,3.0855
1983-04-22,3.1246
1983-04-25,3.1089
1983-04-26,3.2028
1983-04-27,3.2188
1983-04-28,3.2894
1983-04-29,3.3206
1983-05-02,3.36
1983-05-03,3.3131
1983-05-04,3.3366
1983-05-05,3.2739
1983-05-06,3.3131
1983-05-09,3.2659
1983-05-10,3.2739
1983-05-11,3.2504
1983-05-12,3.2188
1983-05-13,3.2028
1983-05-16,3.2028
1983-05-17,3.1716
1983-05-18,3.1716
1983-05-19,3.1089
1983-05-20,3.1483
1983-05-23,3.2423
1983-05-24,3.2894
1983-05-25,3.2659
1983-05-26,3.2423
1983-05-27,3.2188
1983-05-31,3.1716
1983-06-01,3.1716
1983-06-02,3.1483
1983-06-03,3.1795
1983-06-06,3.1795
1983-06-07,3.1089
1983-06-08,3.1007
1983-06-09,3.1246
1983-06-10,3.1324
1983-06-13,3.1953
1983-06-14,3.2028
1983-06-15,3.1795
1983-06-16,3.2423
1983-06-17,3.2504
1983-06-20,3.2504
1983-06-21,3.2659
1983-06-22,3.2423
1983-06-23,3.2188
1983-06-24,3.2188
1983-06-27,3.1795
1983-06-28,3.1483
1983-06-29,3.1716
1983-06-30,3.1716
1983-07-01,3.2188
1983-07-05,3.2188
1983-07-06,3.2659
1983-07-07,3.2659
1983-07-08,3.2188
1983-07-11,3.2739
1983-07-12,3.1953
1983-07-13,3.2266
1983-07-14,3.2504
1983-07-15,3.2188
1983-07-18,3.2266
1983-07-19,3.2423
1983-07-20,3.297
1983-07-21,3.2894
1983-07-22,3.2894
1983-07-25,3.3206
1983-07-26,3.3444
1983-07-27,3.3836
1983-07-28,3.3914
1983-07-29,3.368
1983-08-01,3.4307
1983-08-02,3.4543
1983-08-03,3.4776
1983-08-04,3.4622
1983-08-05,3.5015
1983-08-08,3.4776
1983-08-09,3.3836
1983-08-10,3.4622
1983-08-11,3.4385
1983-08-12,3.4622
1983-08-15,3.5327
1983-08-16,3.5721
1983-08-17,3.6504
1983-08-18,3.5798
1983-08-19,3.6192
1983-08-22,3.6504
1983-08-23,3.6035
1983-08-24,3.5564
1983-08-25,3.5248
1983-08-26,3.5327
1983-08-29,3.5092
1983-08-30,3.5484
1983-08-31,3.5721
1983-09-01,3.5564
1983-09-02,3.5248
1983-09-06,3.5798
1983-09-07,3.6271
1983-09-08,3.6192
1983-09-09,3.6741
1983-09-12,3.6035
1983-09-13,3.6035
1983-09-14,3.6192
1983-09-15,3.5721
1983-09-16,3.5721
1983-09-19,3.5798
1983-09-20,3.5484
1983-09-21,3.5248
1983-09-22,3.6192
1983-09-23,3.5327
1983-09-26,3.5015
1983-09-27,3.4776
1983-09-28,3.4622
1983-09-29,3.4856
1983-09-30,3.4307
1983-10-03,3.4385
1983-10-04,3.415
1983-10-05,3.4385
1983-10-06,3.4856
1983-10-07,3.4856
1983-10-10,3.5956
1983-10-11,3.5721
1983-10-12,3.6192
1983-10-13,3.6192
1983-10-14,3.6504
1983-10-17,3.6662
1983-10-18,3.6741
1983-10-19,3.6662
1983-10-20,3.6897
1983-10-21,3.6504
1983-10-24,3.6897
1983-10-25,3.6741
1983-10-26,3.6271
1983-10-27,3.6035
1983-10-28,3.5956
1983-10-31,3.5956
1983-11-01,3.6662
1983-11-02,3.6976
1983-11-03,3.6741
1983-11-04,3.5956
1983-11-07,3.5956
1983-11-08,3.5721
1983-11-09,3.6271
1983-11-10,3.6428
1983-11-11,3.6271
1983-11-14,3.5798
1983-11-15,3.5327
1983-11-16,3.4776
1983-11-17,3.5484
1983-11-18,3.4622
1983-11-21,3.4856
1983-11-22,3.5248
1983-11-23,3.5721
1983-11-25,3.5564
1983-11-28,3.5721
1983-11-29,3.6192
1983-11-30,3.5484
1983-12-01,3.5956
1983-12-02,3.6035
1983-12-05,3.6428
1983-12-06,3.6035
1983-12-07,3.5798
1983-12-08,3.5798
1983-12-09,3.6504
1983-12-12,3.6428
1983-12-13,3.5956
1983-12-14,3.5564
1983-12-15,3.5015
1983-12-16,3.5327
1983-12-19,3.5248
1983-12-20,3.4622
1983-12-21,3.4856
1983-12-22,3.5092
1983-12-23,3.4856
1983-12-27,3.5327
1983-12-28,3.5798
1983-12-29,3.5092
1983-12-30,3.5092
1984-01-03,3.4385
1984-01-04,3.4856
1984-01-05,3.5092
1984-01-06,3.5092
1984-01-09,3.4776
1984-01-10,3.4856
1984-01-11,3.5248
1984-01-12,3.5564
1984-01-13,3.5248
1984-01-16,3.5248
1984-01-17,3.5092
1984-01-18,3.5327
1984-01-19,3.5798
1984-01-20,3.5798
1984-01-23,3.6035
1984-01-24,3.6428
1984-01-25,3.6662
1984-01-26,3.6428
1984-01-27,3.6741
1984-01-30,3.7132
1984-01-31,3.7369
1984-02-01,3.7447
1984-02-02,3.7132
1984-02-03,3.6976
1984-02-06,3.5484
1984-02-07,3.5015
1984-02-08,3.4622
1984-02-09,3.415
1984-02-10,3.4543
1984-02-13,3.4543
1984-02-14,3.4622
1984-02-15,3.4856
1984-02-16,3.4622
1984-02-17,3.5015
1984-02-21,3.5564
1984-02-22,3.6035
1984-02-23,3.5798
1984-02-24,3.5956
1984-02-27,3.7132
1984-02-28,3.6662
1984-02-29,3.6192
1984-03-01,3.6662
1984-03-02,3.6741
1984-03-05,3.6192
1984-03-06,3.6192
1984-03-07,3.5721
1984-03-08,3.5956
1984-03-09,3.6271
1984-03-12,3.7132
1984-03-13,3.6428
1984-03-14,3.5956
1984-03-15,3.6428
1984-03-16,3.6662
1984-03-19,3.6271
1984-03-20,3.6035
1984-03-21,3.5564
1984-03-22,3.5327
1984-03-23,3.5721
1984-03-26,3.6035
1984-03-27,3.6428
1984-03-28,3.6741
1984-03-29,3.6428
1984-03-30,3.6271
1984-04-02,3.6035
1984-04-03,3.5956
1984-04-04,3.6192
1984-04-05,3.5956
1984-04-06,3.6428
1984-04-09,3.6504
1984-04-10,3.6897
1984-04-11,3.7369
1984-04-12,3.7606
1984-04-13,3.768
1984-04-16,3.8077
1984-04-17,3.7919
1984-04-18,3.7919
1984-04-19,3.7919
1984-04-23,3.831
1984-04-24,3.9095
1984-04-25,3.9566
1984-04-26,4.0275
1984-04-27,4.0038
1984-04-30,4.0038
1984-05-01,4.0507
1984-05-02,4.0275
1984-05-03,4.0038
1984-05-04,4.0193
1984-05-07,4.0431
1984-05-08,3.9566
1984-05-09,3.9566
1984-05-10,3.9724
1984-05-11,3.9804
1984-05-14,3.9724
1984-05-15,4.0193
1984-05-16,4.0275
1984-05-17,4.0038
1984-05-18,4.0038
1984-05-21,3.9804
1984-05-22,3.9724
1984-05-23,3.933
1984-05-24,3.7606
1984-05-25,3.8625
1984-05-29,3.8858
1984-05-30,3.7919
1984-05-31,3.7447
1984-06-01,3.7919
1984-06-04,3.8155
1984-06-05,3.768
1984-06-06,3.8077
1984-06-07,3.7919
1984-06-08,3.8155
1984-06-11,3.8077
1984-06-12,3.784
1984-06-13,3.784
1984-06-14,3.784
1984-06-15,3.6192
1984-06-18,3.6897
1984-06-19,3.7447
1984-06-20,3.8392
1984-06-21,3.7919
1984-06-22,3.784
1984-06-25,3.7606
1984-06-26,3.7447
1984-06-27,3.7369
1984-06-28,3.784
1984-06-29,3.8392
1984-07-02,3.831
1984-07-03,3.8155
1984-07-05,3.8155
1984-07-06,3.831
1984-07-09,3.8547
1984-07-10,3.831
1984-07-11,3.8077
1984-07-12,3.7919
1984-07-13,3.8155
1984-07-16,3.8392
1984-07-17,3.8782
1984-07-18,3.8547
1984-07-19,3.8625
1984-07-20,3.8625
1984-07-23,3.8625
1984-07-24,3.8625
1984-07-25,3.8547
1984-07-26,3.8858
1984-07-27,3.8077
1984-07-30,3.6897
1984-07-31,3.6035
1984-08-01,3.6504
1984-08-02,3.5721
1984-08-03,3.6741
1984-08-06,3.7213
1984-08-07,3.7213
1984-08-08,3.7447
1984-08-09,3.8625
1984-08-10,3.8858
1984-08-13,3.8782
1984-08-14,3.8547
1984-08-15,3.8782
1984-08-16,3.8625
1984-08-17,3.8858
1984-08-20,3.9254
1984-08-21,3.996
1984-08-22,4.0193
1984-08-23,3.996
1984-08-24,4.0193
1984-08-27,4.0431
1984-08-28,4.0671
1984-08-29,4.0745
1984-08-30,4.0671
1984-08-31,4.0431
1984-09-04,4.0275
1984-09-05,4.0671
1984-09-06,4.1137
1984-09-07,4.09
1984-09-10,4.145
1984-09-11,4.145
1984-09-12,4.1843
1984-09-13,4.216
1984-09-14,4.208
1984-09-17,4.1843
1984-09-18,4.1608
1984-09-19,4.1843
1984-09-20,4.1843
1984-09-21,4.0981
1984-09-24,4.0981
1984-09-25,4.1843
1984-09-26,4.216
1984-09-27,4.2314
1984-09-28,4.208
1984-10-01,4.208
1984-10-02,4.216
1984-10-03,4.1843
1984-10-04,4.216
1984-10-05,4.216
1984-10-08,4.2314
1984-10-09,4.216
1984-10-10,4.2394
1984-10-11,4.255
1984-10-12,4.2394
1984-10-15,4.255
1984-10-16,4.208
1984-10-17,4.0275
1984-10-18,3.996
1984-10-19,3.9019
1984-10-22,3.8782
1984-10-23,3.9019
1984-10-24,3.9724
1984-10-25,4.0038
1984-10-26,4.0671
1984-10-29,4.0507
1984-10-30,4.1372
1984-10-31,4.1137
1984-11-01,4.1608
1984-11-02,4.1137
1984-11-05,4.145
1984-11-06,4.216
1984-11-07,4.1924
1984-11-08,4.1687
1984-11-09,4.1137
1984-11-12,4.1137
1984-11-13,4.0745
1984-11-14,4.1137
1984-11-15,4.1215
1984-11-16,4.09
1984-11-19,4.0671
1984-11-20,4.1215
1984-11-21,4.1215
1984-11-23,4.1215
1984-11-26,4.0671
1984-11-27,4.09
1984-11-28,4.0275
1984-11-29,4.0431
1984-11-30,4.0671
1984-12-03,4.0745
1984-12-04,4.09
1984-12-05,4.0671
1984-12-06,4.0745
1984-12-07,4.1137
1984-12-10,4.208
1984-12-11,4.145
1984-12-12,4.1215
1984-12-13,4.0507
1984-12-14,4.0745
1984-12-17,4.1137
1984-12-18,4.216
1984-12-19,4.09
1984-12-20,4.1372
1984-12-21,4.1215
1984-12-24,4.1843
1984-12-26,4.1843
1984-12-27,4.1687
1984-12-28,4.208
1984-12-31,4.2314
1985-01-02,4.1843
1985-01-03,4.1843
1985-01-04,4.1608
1985-01-07,4.1924
1985-01-08,4.1924
1985-01-09,4.208
1985-01-10,4.255
1985-01-11,4.2314
1985-01-14,4.2867
1985-01-15,4.2867
1985-01-16,4.3335
1985-01-17,4.3259
1985-01-18,4.3806
1985-01-21,4.5218
1985-01-22,4.5298
1985-01-23,4.5218
1985-01-24,4.412
1985-01-25,4.3259
1985-01-28,4.3021
1985-01-29,4.4043
1985-01-30,4.4828
1985-01-31,4.5065
1985-02-01,4.5455
1985-02-04,4.4828
1985-02-05,4.4436
1985-02-06,4.3729
1985-02-07,4.3964
1985-02-08,4.4828
1985-02-11,4.4436
1985-02-12,4.451
1985-02-13,4.4985
1985-02-14,4.4828
1985-02-15,4.451
1985-02-19,4.4436
1985-02-20,4.357
1985-02-21,4.3494
1985-02-22,4.357
1985-02-25,4.4436
1985-02-26,4.4828
1985-02-27,4.5065
1985-02-28,4.4592
1985-03-01,4.5298
1985-03-04,4.5692
1985-03-05,4.6239
1985-03-06,4.5455
1985-03-07,4.5692
1985-03-08,4.5298
1985-03-11,4.5927
1985-03-12,4.6947
1985-03-13,4.6239
1985-03-14,4.6162
1985-03-15,4.5692
1985-03-18,4.5767
1985-03-19,4.6162
1985-03-20,4.6476
1985-03-21,4.6712
1985-03-22,4.6397
1985-03-25,4.6947
1985-03-26,4.7419
1985-03-27,4.6947
1985-03-28,4.6712
1985-03-29,4.7185
1985-04-01,4.7185
1985-04-02,4.6631
1985-04-03,4.6712
1985-04-04,4.6947
1985-04-08,4.7103
1985-04-09,4.7419
1985-04-10,4.7653
1985-04-11,4.7811
1985-04-12,4.7889
1985-04-15,4.828
1985-04-16,4.8597
1985-04-17,4.9772
1985-04-18,4.9694
1985-04-19,5.0637
1985-04-22,4.9539
1985-04-23,4.9226
1985-04-24,4.8752
1985-04-25,4.9539
1985-04-26,4.8752
1985-04-29,4.836
1985-04-30,4.836
1985-05-01,4.8752
1985-05-02,4.8828
1985-05-03,4.8597
1985-05-06,4.9065
1985-05-07,4.8048
1985-05-08,4.7185
1985-05-09,4.6947
1985-05-10,4.6947
1985-05-13,4.7419
1985-05-14,4.7575
1985-05-15,4.7653
1985-05-16,4.836
1985-05-17,4.899
1985-05-20,4.9226
1985-05-21,4.9539
1985-05-22,4.9539
1985-05-23,5.0008
1985-05-24,5.0477
1985-05-28,5.0165
1985-05-29,5.0008
1985-05-30,5.0244
1985-05-31,5.0717
1985-06-03,4.9458
1985-06-04,4.9539
1985-06-05,4.8752
1985-06-06,4.8517
1985-06-07,4.6947
1985-06-10,4.836
1985-06-11,4.8752
1985-06-12,4.9226
1985-06-13,4.8828
1985-06-14,4.9772
1985-06-17,4.8828
1985-06-18,4.9458
1985-06-19,4.8752
1985-06-20,4.8597
1985-06-21,4.9772
1985-06-24,4.9772
1985-06-25,5.0165
1985-06-26,5.0244
1985-06-27,5.0477
1985-06-28,5.0637
1985-07-01,4.9458
1985-07-02,4.8752
1985-07-03,4.8752
1985-07-05,4.9539
1985-07-08,4.9458
1985-07-09,4.9931
1985-07-10,4.9931
1985-07-11,4.9458
1985-07-12,4.9226
1985-07-15,4.9065
1985-07-16,4.9226
1985-07-17,4.9539
1985-07-18,4.9302
1985-07-19,4.9539
1985-07-22,4.9065
1985-07-23,4.8517
1985-07-24,4.9694
1985-07-25,4.9931
1985-07-26,4.9772
1985-07-29,4.8828
1985-07-30,4.9539
1985-07-31,4.9302
1985-08-01,4.8828
1985-08-02,4.8597
1985-08-05,4.899
1985-08-06,4.836
1985-08-07,4.7575
1985-08-08,4.828
1985-08-09,4.8124
1985-08-12,4.828
